,bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,fips
2853,6.0,5.0,3922.0,2944105.0,6037.0
2854,2.0,2.0,864.0,70803.0,6037.0
2855,7.0,6.0,5828.0,1186000.0,6037.0
2856,1.0,3.0,1396.0,299267.0,6111.0
2857,3.0,3.0,1942.0,526658.0,6111.0
2858,2.0,3.0,1944.0,590000.0,6037.0
2859,2.0,1.0,1261.0,456862.0,6037.0
2860,3.0,3.0,2080.0,204793.0,6037.0
2861,3.0,3.0,1750.0,494957.0,6059.0
2862,2.0,3.0,1231.0,55857.0,6037.0
2863,5.0,5.0,5249.0,626707.0,6037.0
2864,3.0,3.0,2029.0,296728.0,6037.0
2865,2.5,5.0,2376.0,458991.0,6059.0
2866,3.0,5.0,3463.0,238019.0,6037.0
2867,2.0,5.0,3016.0,346912.0,6037.0
2868,2.0,3.0,1219.0,69387.0,6059.0
2869,4.5,5.0,3889.0,1583432.0,6059.0
2870,2.0,3.0,1654.0,377424.0,6059.0
2871,2.0,3.0,1085.0,295000.0,6111.0
2872,2.0,3.0,1218.0,630000.0,6037.0
2873,2.0,4.0,1594.0,271898.0,6037.0
2874,3.0,3.0,1513.0,462902.0,6037.0
2875,3.0,4.0,2520.0,4769958.0,6037.0
2876,3.0,3.0,2062.0,169243.0,6037.0
2877,2.5,3.0,1993.0,678000.0,6059.0
2878,2.0,4.0,1356.0,57520.0,6037.0
2879,3.0,3.0,2837.0,902909.0,6037.0
2880,2.0,6.0,1544.0,85836.0,6111.0
2881,2.0,3.0,1672.0,222107.0,6037.0
2882,2.0,2.0,1812.0,288997.0,6037.0
2883,2.5,3.0,1676.0,340248.0,6059.0
2884,5.0,4.0,6149.0,3482035.0,6037.0
2885,1.0,2.0,1400.0,269153.0,6037.0
2886,1.0,2.0,974.0,312000.0,6037.0
2887,2.0,3.0,1471.0,94878.0,6059.0
2888,3.0,3.0,1751.0,364581.0,6037.0
2889,2.0,3.0,1793.0,471862.0,6037.0
2890,1.0,2.0,928.0,533299.0,6037.0
2891,2.0,3.0,1818.0,468870.0,6037.0
2892,2.0,2.0,1229.0,229595.0,6037.0
2893,2.5,3.0,1929.0,662742.0,6059.0
2894,1.0,3.0,1333.0,341724.0,6037.0
2895,2.0,2.0,1060.0,51309.0,6037.0
2896,1.5,1.0,1114.0,349000.0,6059.0
2897,2.0,3.0,1724.0,566927.0,6059.0
2898,2.5,4.0,2122.0,485437.0,6111.0
2899,2.5,4.0,2649.0,798000.0,6059.0
2900,4.0,5.0,3638.0,197540.0,6037.0
2901,3.0,2.0,1407.0,725000.0,6037.0
2902,1.0,2.0,855.0,629603.0,6037.0
2903,2.0,2.0,855.0,241000.0,6059.0
2904,3.5,5.0,2819.0,1055204.0,6059.0
2905,2.5,3.0,1618.0,631675.0,6059.0
2906,1.0,1.0,691.0,265000.0,6037.0
2907,3.0,3.0,1873.0,1012638.0,6037.0
2908,3.0,4.0,1708.0,173842.0,6037.0
2909,3.0,4.0,3030.0,522321.0,6037.0
2910,3.0,2.0,1427.0,539860.0,6037.0
2911,1.0,3.0,1039.0,70453.0,6037.0
2912,1.0,1.0,700.0,220000.0,6037.0
2913,2.0,3.0,1481.0,679340.0,6037.0
2914,3.0,3.0,1966.0,862599.0,6037.0
2915,3.0,2.0,2323.0,569000.0,6037.0
2916,3.0,4.0,2095.0,234917.0,6037.0
2917,1.0,2.0,1140.0,71616.0,6037.0
2918,3.0,3.0,2566.0,1340329.0,6037.0
2919,2.0,2.0,1503.0,353390.0,6059.0
2920,2.0,2.0,1074.0,75754.0,6037.0
2921,2.0,2.0,1247.0,62286.0,6037.0
2922,2.0,2.0,1072.0,90286.0,6059.0
2923,1.0,3.0,1238.0,454501.0,6037.0
2924,2.0,3.0,1357.0,129223.0,6037.0
2925,2.0,4.0,1193.0,282824.0,6111.0
2926,2.0,3.0,1225.0,50068.0,6037.0
2927,2.0,3.0,1360.0,333862.0,6059.0
2928,2.0,2.0,975.0,306761.0,6059.0
2929,2.0,5.0,1806.0,42199.0,6037.0
2930,2.0,3.0,1646.0,647025.0,6037.0
2931,2.0,2.0,1267.0,192867.0,6037.0
2932,4.0,4.0,2952.0,398831.0,6037.0
2933,6.0,4.0,5724.0,2084048.0,6037.0
2934,3.0,4.0,2069.0,273283.0,6111.0
2935,3.0,5.0,2813.0,786818.0,6037.0
2936,3.0,3.0,1604.0,355650.0,6037.0
2937,1.0,1.0,873.0,357258.0,6037.0
2938,3.0,4.0,2933.0,854031.0,6037.0
2939,2.5,3.0,1685.0,764000.0,6059.0
2940,3.0,5.0,2364.0,412404.0,6059.0
2941,1.0,2.0,676.0,245167.0,6037.0
2942,3.0,3.0,1841.0,502950.0,6037.0
2943,3.0,4.0,2740.0,676052.0,6059.0
2944,2.0,4.0,1208.0,338073.0,6037.0
2945,3.0,3.0,3483.0,827618.0,6111.0
2946,1.0,3.0,1140.0,263135.0,6037.0
2947,2.5,3.0,1397.0,589000.0,6059.0
2948,3.0,3.0,1564.0,150881.0,6037.0
2949,3.0,4.0,2081.0,760000.0,6059.0
2950,2.0,3.0,1396.0,430734.0,6037.0
2951,3.5,4.0,3211.0,1045706.0,6111.0
2952,3.0,5.0,1496.0,432902.0,6037.0
2953,2.0,2.0,860.0,407000.0,6037.0
2954,2.5,4.0,1940.0,377425.0,6059.0
2955,2.0,3.0,1465.0,63075.0,6111.0
2956,2.0,2.0,1011.0,148175.0,6037.0
2957,2.0,4.0,1800.0,975685.0,6037.0
2958,3.0,4.0,3050.0,2634573.0,6037.0
2959,2.0,4.0,1440.0,447100.0,6037.0
2960,2.0,4.0,1608.0,471075.0,6111.0
2961,3.0,3.0,1565.0,364898.0,6037.0
2962,1.0,3.0,1016.0,54624.0,6037.0
2963,2.0,3.0,1152.0,424247.0,6037.0
2964,4.0,3.0,2727.0,1776686.0,6037.0
2965,2.0,2.0,960.0,284000.0,6037.0
2966,3.0,3.0,2539.0,519330.0,6037.0
2967,2.0,3.0,2457.0,713113.0,6059.0
2968,2.5,3.0,1605.0,396304.0,6059.0
2969,1.0,2.0,960.0,451000.0,6037.0
2970,2.0,3.0,2475.0,788351.0,6037.0
2971,3.0,4.0,3186.0,858457.0,6037.0
2972,3.0,4.0,2551.0,750000.0,6059.0
2973,2.0,2.0,1283.0,405000.0,6037.0
2974,2.0,2.0,1177.0,318311.0,6059.0
2975,2.0,2.0,1157.0,239882.0,6111.0
2976,2.0,3.0,1404.0,566456.0,6037.0
2977,3.0,2.0,952.0,391336.0,6037.0
2978,2.0,3.0,1608.0,106774.0,6037.0
2979,2.0,2.0,1132.0,185929.0,6037.0
2980,2.0,2.0,1251.0,248736.0,6037.0
2981,3.0,2.0,1888.0,447063.0,6037.0
2982,2.5,3.0,1951.0,561558.0,6059.0
2983,4.0,4.0,2884.0,1352305.0,6059.0
2984,2.0,3.0,1822.0,415049.0,6111.0
2985,3.0,3.0,1377.0,268292.0,6037.0
2986,2.0,4.0,1524.0,503000.0,6037.0
2987,2.0,3.0,1737.0,471011.0,6037.0
2988,2.5,2.0,1493.0,447065.0,6059.0
2989,3.0,3.0,1810.0,350000.0,6037.0
2990,2.5,4.0,2633.0,548992.0,6059.0
2991,3.0,4.0,3214.0,590920.0,6037.0
2992,2.0,1.0,1112.0,571692.0,6059.0
2993,3.0,4.0,2235.0,430765.0,6037.0
2994,2.0,2.0,1315.0,296657.0,6037.0
2995,2.5,3.0,2137.0,439720.0,6059.0
2996,2.5,4.0,2465.0,552846.0,6059.0
2997,4.5,4.0,4673.0,1466439.0,6059.0
2998,3.0,4.0,2280.0,212239.0,6037.0
2999,2.0,3.0,1927.0,598481.0,6059.0
3000,3.0,3.0,1571.0,249343.0,6037.0
3001,1.0,1.0,688.0,329844.0,6037.0
3002,2.0,2.0,1204.0,501457.0,6059.0
3003,1.0,1.0,912.0,306399.0,6037.0
3004,2.0,2.0,816.0,229614.0,6059.0
3005,2.0,2.0,878.0,129167.0,6037.0
3006,2.0,2.0,1649.0,441571.0,6037.0
3007,1.0,2.0,951.0,565916.0,6037.0
3008,2.0,3.0,1261.0,332569.0,6037.0
3009,3.0,4.0,2408.0,858864.0,6037.0
3010,3.0,4.0,1600.0,170931.0,6037.0
3011,3.0,4.0,2916.0,642089.0,6059.0
3012,4.5,4.0,3942.0,1350722.0,6059.0
3013,4.0,4.0,1935.0,1102648.0,6037.0
3014,2.0,4.0,1474.0,369634.0,6037.0
3015,2.0,3.0,1721.0,698985.0,6037.0
3016,1.0,2.0,1067.0,388000.0,6037.0
3017,3.0,3.0,2471.0,395742.0,6059.0
3018,2.5,4.0,2334.0,616625.0,6059.0
3019,3.0,4.0,1602.0,474347.0,6037.0
3020,3.0,3.0,2118.0,355700.0,6059.0
3021,1.0,2.0,1020.0,445000.0,6059.0
3022,6.0,5.0,4303.0,1506701.0,6037.0
3023,1.0,2.0,872.0,337000.0,6037.0
3024,1.0,2.0,756.0,479197.0,6037.0
3025,3.0,3.0,2279.0,1066356.0,6037.0
3026,3.5,4.0,3705.0,725113.0,6059.0
3027,3.0,3.0,1909.0,330420.0,6111.0
3028,3.0,3.0,1373.0,145254.0,6037.0
3029,3.0,4.0,2978.0,1187329.0,6037.0
3030,3.0,3.0,2184.0,153011.0,6037.0
3031,2.0,4.0,1970.0,533000.0,6111.0
3032,3.0,3.0,1486.0,374000.0,6037.0
3033,7.0,7.0,5996.0,942027.0,6037.0
3034,2.5,2.0,1069.0,205857.0,6059.0
3035,2.5,2.0,1326.0,474000.0,6059.0
3036,2.0,2.0,1047.0,439000.0,6111.0
3037,3.0,4.0,1770.0,183979.0,6037.0
3038,3.0,4.0,1957.0,229457.0,6037.0
3039,2.5,2.0,1288.0,380000.0,6059.0
3040,2.0,3.0,1260.0,828443.0,6037.0
3041,1.5,4.0,1226.0,441000.0,6111.0
3042,1.5,3.0,1239.0,192147.0,6059.0
3043,2.0,4.0,1882.0,135149.0,6059.0
3044,3.0,3.0,1602.0,385000.0,6037.0
3045,3.5,4.0,3828.0,1812185.0,6059.0
3046,2.5,3.0,1979.0,411479.0,6059.0
3047,2.5,3.0,1482.0,473891.0,6059.0
3048,3.0,3.0,1930.0,266770.0,6037.0
3049,3.0,4.0,2298.0,981363.0,6037.0
3050,3.0,4.0,1510.0,462000.0,6037.0
3051,2.0,3.0,1756.0,1379351.0,6037.0
3052,2.0,2.0,1340.0,401292.0,6059.0
3053,3.0,4.0,2829.0,753337.0,6059.0
3054,3.0,2.0,1233.0,570000.0,6037.0
3055,4.0,3.0,3306.0,3232454.0,6059.0
3056,2.0,2.0,1178.0,354500.0,6037.0
3057,2.0,3.0,1456.0,258410.0,6111.0
3058,2.0,2.0,864.0,144130.0,6037.0
3059,4.0,4.0,2525.0,167854.0,6037.0
3060,2.0,2.0,773.0,241000.0,6111.0
3061,1.0,2.0,690.0,307000.0,6037.0
3062,2.0,3.0,2244.0,475136.0,6037.0
3063,4.0,4.0,3096.0,373964.0,6037.0
3064,2.0,3.0,1491.0,367452.0,6037.0
3065,2.5,3.0,2017.0,724874.0,6059.0
3066,2.0,4.0,1886.0,81334.0,6037.0
3067,2.0,3.0,1384.0,189000.0,6037.0
3068,2.0,3.0,1622.0,259655.0,6037.0
3069,2.0,5.0,1295.0,1000000.0,6037.0
3070,3.0,2.0,3160.0,559560.0,6037.0
3071,2.0,2.0,874.0,277009.0,6037.0
3072,2.0,3.0,1639.0,132626.0,6037.0
3073,3.0,3.0,2369.0,761117.0,6059.0
3074,3.0,5.0,2364.0,848000.0,6059.0
3075,3.0,3.0,1910.0,172225.0,6037.0
3076,2.0,4.0,2118.0,212814.0,6059.0
3077,2.0,3.0,1650.0,180180.0,6111.0
3078,2.0,4.0,3402.0,390870.0,6037.0
3079,2.0,3.0,1078.0,159770.0,6037.0
3080,2.5,3.0,2053.0,700285.0,6059.0
3081,3.0,4.0,2019.0,441129.0,6111.0
3082,2.0,2.0,1981.0,1352305.0,6037.0
3083,2.5,3.0,2591.0,463504.0,6059.0
3084,3.0,3.0,1336.0,333000.0,6037.0
3085,2.0,4.0,1650.0,842657.0,6059.0
3086,1.0,1.0,780.0,486803.0,6037.0
3087,2.0,4.0,2781.0,295518.0,6037.0
3088,3.0,3.0,2104.0,374160.0,6037.0
3089,2.5,2.0,1300.0,445635.0,6059.0
3090,2.0,2.0,1185.0,322468.0,6111.0
3091,2.5,4.0,1551.0,332566.0,6111.0
3092,3.0,4.0,2153.0,198304.0,6037.0
3093,2.0,4.0,1717.0,370015.0,6037.0
3094,3.0,5.0,2812.0,682828.0,6059.0
3095,3.0,2.0,1253.0,473008.0,6037.0
3096,3.0,4.0,2790.0,738566.0,6059.0
3097,6.0,6.0,2398.0,709446.0,6037.0
3098,2.0,2.0,1474.0,546122.0,6037.0
3099,0.0,0.0,3470.0,353260.0,6059.0
3100,1.0,2.0,910.0,389000.0,6037.0
3101,2.0,2.0,1003.0,447318.0,6037.0
3102,2.0,4.0,2000.0,420049.0,6059.0
3103,3.0,2.0,1878.0,969000.0,6037.0
3104,3.0,3.0,1958.0,689673.0,6037.0
3105,2.5,4.0,1950.0,437000.0,6111.0
3106,5.5,5.0,4706.0,1400000.0,6059.0
3107,2.5,3.0,1632.0,482243.0,6059.0
3108,2.5,3.0,2605.0,1166512.0,6059.0
3109,2.0,2.0,1151.0,375134.0,6059.0
3110,4.0,4.0,2822.0,318310.0,6037.0
3111,3.0,2.0,1410.0,670597.0,6037.0
3112,2.0,3.0,1681.0,253142.0,6111.0
3113,4.0,6.0,2825.0,305309.0,6037.0
3114,2.0,3.0,1821.0,930744.0,6059.0
3115,2.0,4.0,2051.0,206416.0,6059.0
3116,2.0,3.0,1493.0,73473.0,6037.0
3117,2.0,3.0,1480.0,1065191.0,6037.0
3118,2.0,4.0,1329.0,64655.0,6059.0
3119,1.0,2.0,900.0,715000.0,6059.0
3120,2.5,3.0,1838.0,594000.0,6059.0
3121,3.5,6.0,4072.0,770190.0,6059.0
3122,3.0,2.0,1544.0,460922.0,6037.0
3123,2.0,4.0,1382.0,336673.0,6059.0
3124,1.0,3.0,1041.0,188650.0,6037.0
3125,3.0,3.0,1585.0,778000.0,6037.0
3126,2.0,3.0,1350.0,53796.0,6037.0
3127,1.0,4.0,1427.0,201228.0,6037.0
3128,2.0,2.0,1050.0,355337.0,6037.0
3129,2.0,3.0,1603.0,65396.0,6037.0
3130,2.0,4.0,2339.0,448703.0,6037.0
3131,2.0,3.0,1629.0,490990.0,6037.0
3132,2.0,2.0,1182.0,489552.0,6059.0
3133,2.5,3.0,1484.0,443828.0,6059.0
3134,3.0,3.0,1816.0,594512.0,6059.0
3135,3.0,2.0,1692.0,780069.0,6037.0
3136,2.5,3.0,1960.0,393392.0,6059.0
3137,2.0,3.0,1519.0,76883.0,6059.0
3138,2.0,3.0,1210.0,147706.0,6059.0
3139,2.0,3.0,1440.0,392540.0,6037.0
3140,2.0,2.0,1022.0,228430.0,6037.0
3141,1.0,2.0,884.0,435000.0,6037.0
3142,2.0,3.0,1344.0,536000.0,6059.0
3143,4.0,4.0,4327.0,2684207.0,6037.0
3144,1.0,3.0,1433.0,44268.0,6037.0
3145,1.0,2.0,884.0,146323.0,6037.0
3146,2.0,3.0,1374.0,428281.0,6037.0
3147,2.0,3.0,1642.0,144941.0,6037.0
3148,2.5,4.0,3419.0,1060000.0,6111.0
3149,2.0,3.0,1050.0,527000.0,6059.0
3150,4.0,4.0,1680.0,267113.0,6037.0
3151,2.0,3.0,1471.0,820528.0,6037.0
3152,2.5,3.0,2515.0,904700.0,6059.0
3153,2.0,3.0,2044.0,407746.0,6037.0
3154,3.0,3.0,1415.0,368767.0,6037.0
3155,3.0,4.0,1934.0,449460.0,6037.0
3156,2.0,4.0,1712.0,65481.0,6059.0
3157,3.0,3.0,2279.0,2071109.0,6037.0
3158,3.0,2.0,1298.0,201718.0,6037.0
3159,2.0,4.0,1983.0,296804.0,6111.0
3160,2.0,2.0,900.0,185359.0,6037.0
3161,1.0,1.0,680.0,326000.0,6037.0
3162,2.0,3.0,1417.0,446000.0,6037.0
3163,5.5,5.0,4646.0,1014313.0,6059.0
3164,4.0,3.0,2050.0,781000.0,6037.0
3165,2.0,2.0,1645.0,583768.0,6059.0
3166,1.0,2.0,740.0,117601.0,6059.0
3167,3.0,4.0,2417.0,733000.0,6037.0
3168,1.5,2.0,1043.0,320000.0,6059.0
3169,1.0,1.0,784.0,75521.0,6059.0
3170,2.0,2.0,1036.0,124825.0,6037.0
3171,1.5,3.0,1032.0,57905.0,6059.0
3172,2.5,4.0,1694.0,722000.0,6059.0
3173,1.0,2.0,1481.0,439574.0,6037.0
3174,2.5,3.0,1785.0,320322.0,6111.0
3175,1.0,1.0,736.0,180125.0,6059.0
3176,3.0,4.0,3008.0,775000.0,6111.0
3177,3.0,3.0,2770.0,1501524.0,6037.0
3178,2.0,4.0,2244.0,619913.0,6037.0
3179,2.0,4.0,1404.0,301248.0,6059.0
3180,6.0,5.0,8013.0,1707363.0,6037.0
3181,3.0,5.0,3115.0,852244.0,6059.0
3182,2.5,4.0,2256.0,83086.0,6059.0
3183,2.0,3.0,1279.0,449133.0,6037.0
3184,3.0,2.0,3265.0,339602.0,6037.0
3185,2.0,3.0,1491.0,380736.0,6059.0
3186,2.0,2.0,1065.0,95178.0,6037.0
3187,2.0,3.0,1485.0,67858.0,6059.0
3188,1.0,1.0,529.0,55101.0,6037.0
3189,2.0,3.0,1077.0,90498.0,6037.0
3190,2.0,3.0,1142.0,212206.0,6037.0
3191,2.0,3.0,1531.0,73469.0,6037.0
3192,2.0,3.0,1570.0,77204.0,6037.0
3193,2.0,3.0,1478.0,90247.0,6037.0
3194,1.5,2.0,756.0,123096.0,6111.0
3195,2.0,4.0,1149.0,127117.0,6037.0
3196,2.0,3.0,1975.0,1349909.0,6037.0
3197,2.0,2.0,1048.0,198131.0,6059.0
3198,2.0,4.0,1424.0,26038.0,6037.0
3199,2.0,3.0,1574.0,160000.0,6037.0
3200,2.5,4.0,2533.0,280340.0,6111.0
3201,2.0,3.0,1478.0,108249.0,6037.0
3202,3.0,4.0,2473.0,740507.0,6037.0
3203,3.5,4.0,4985.0,1808160.0,6059.0
3204,4.0,3.0,2896.0,715430.0,6037.0
3205,2.0,4.0,1750.0,157012.0,6037.0
3206,2.5,2.0,1245.0,456862.0,6059.0
3207,2.5,5.0,2032.0,477906.0,6059.0
3208,3.0,3.0,1320.0,116456.0,6037.0
3209,3.0,3.0,2548.0,476083.0,6037.0
3210,2.5,4.0,1725.0,282564.0,6111.0
3211,2.0,2.0,1437.0,278235.0,6037.0
3212,3.0,4.0,3073.0,725118.0,6037.0
3213,2.0,2.0,973.0,365490.0,6059.0
3214,2.0,2.0,1612.0,710894.0,6037.0
3215,2.0,4.0,2418.0,180268.0,6037.0
3216,2.0,3.0,1355.0,47858.0,6037.0
3217,2.0,2.0,1369.0,598997.0,6059.0
3218,2.0,4.0,1951.0,351959.0,6059.0
3219,3.0,3.0,2868.0,1553301.0,6037.0
3220,2.5,4.0,3259.0,2050000.0,6059.0
3221,2.0,2.0,1095.0,196537.0,6037.0
3222,5.0,4.0,5868.0,4164344.0,6037.0
3223,1.0,2.0,774.0,64110.0,6037.0
3224,3.0,4.0,1922.0,1140990.0,6059.0
3225,2.0,3.0,1920.0,128354.0,6037.0
3226,2.0,4.0,1512.0,260073.0,6037.0
3227,2.0,3.0,1763.0,88513.0,6059.0
3228,2.0,4.0,1189.0,116711.0,6037.0
3229,2.0,3.0,1492.0,163556.0,6037.0
3230,1.0,3.0,884.0,333000.0,6037.0
3231,2.0,3.0,2945.0,960437.0,6059.0
3232,5.0,6.0,6464.0,4203661.0,6037.0
3233,2.0,3.0,1072.0,342000.0,6037.0
3234,2.0,2.0,1269.0,440100.0,6037.0
3235,1.5,3.0,1096.0,332571.0,6059.0
3236,3.0,4.0,2420.0,1058222.0,6037.0
3237,1.0,2.0,1360.0,665496.0,6037.0
3238,3.0,3.0,2072.0,751672.0,6037.0
3239,2.0,3.0,1630.0,416085.0,6037.0
3240,2.0,3.0,1029.0,198635.0,6037.0
3241,4.0,4.0,3128.0,889007.0,6037.0
3242,1.0,3.0,1130.0,168000.0,6037.0
3243,1.0,2.0,908.0,216446.0,6111.0
3244,2.0,2.0,1249.0,435124.0,6037.0
3245,1.5,2.0,1020.0,283442.0,6059.0
3246,2.0,3.0,1296.0,430000.0,6037.0
3247,2.0,2.0,1029.0,143973.0,6037.0
3248,2.5,3.0,1536.0,284788.0,6059.0
3249,1.5,2.0,1020.0,353679.0,6059.0
3250,2.5,3.0,1811.0,353674.0,6111.0
3251,5.0,5.0,5090.0,4973709.0,6037.0
3252,2.0,4.0,1885.0,232105.0,6037.0
3253,2.0,3.0,1534.0,487827.0,6037.0
3254,2.0,3.0,1460.0,425389.0,6059.0
3255,1.0,1.0,668.0,151063.0,6059.0
3256,1.0,2.0,762.0,142803.0,6037.0
3257,1.5,3.0,1495.0,470459.0,6059.0
3258,2.0,3.0,1664.0,197298.0,6037.0
3259,2.0,2.0,959.0,169749.0,6037.0
3260,1.0,3.0,880.0,357256.0,6111.0
3261,2.5,3.0,1912.0,646000.0,6111.0
3262,2.5,3.0,2601.0,611657.0,6059.0
3263,4.5,4.0,4960.0,2616983.0,6059.0
3264,2.0,3.0,1395.0,190984.0,6037.0
3265,2.5,3.0,1714.0,291981.0,6111.0
3266,2.0,2.0,1321.0,860931.0,6037.0
3267,2.0,3.0,1068.0,42195.0,6037.0
3268,3.0,4.0,3274.0,1695587.0,6059.0
3269,4.5,4.0,4417.0,1380413.0,6059.0
3270,6.0,5.0,4265.0,1070526.0,6037.0
3271,4.0,3.0,2802.0,352000.0,6037.0
3272,3.0,2.0,1498.0,449267.0,6037.0
3273,4.5,7.0,4700.0,1274000.0,6059.0
3274,2.0,3.0,1488.0,539800.0,6037.0
3275,3.0,3.0,1649.0,507035.0,6037.0
3276,2.0,3.0,1422.0,420000.0,6037.0
3277,2.5,3.0,1925.0,288671.0,6059.0
3278,3.0,4.0,2912.0,887359.0,6059.0
3279,2.0,3.0,1804.0,96128.0,6059.0
3280,5.0,5.0,3154.0,767501.0,6037.0
3281,2.5,3.0,2560.0,2575689.0,6059.0
3282,2.0,4.0,1570.0,164665.0,6059.0
3283,2.0,2.0,808.0,235511.0,6059.0
3284,1.0,2.0,1360.0,58565.0,6037.0
3285,2.0,3.0,1893.0,525513.0,6059.0
3286,2.0,3.0,1738.0,527000.0,6037.0
3287,2.0,4.0,1822.0,80103.0,6037.0
3288,2.0,4.0,1873.0,288418.0,6111.0
3289,3.0,4.0,1911.0,322709.0,6037.0
3290,1.0,1.0,812.0,34334.0,6037.0
3291,2.0,2.0,1260.0,187094.0,6037.0
3292,2.0,2.0,920.0,296464.0,6037.0
3293,3.0,5.0,2808.0,967664.0,6111.0
3294,3.0,4.0,2197.0,462548.0,6037.0
3295,2.0,3.0,2493.0,818070.0,6037.0
3296,2.0,3.0,1423.0,450000.0,6059.0
3297,3.0,3.0,1850.0,390000.0,6037.0
3298,2.5,3.0,2406.0,1144264.0,6059.0
3299,1.0,3.0,960.0,190319.0,6059.0
3300,3.0,3.0,1588.0,540000.0,6037.0
3301,2.5,2.0,2004.0,369135.0,6059.0
3302,1.0,3.0,1074.0,348477.0,6037.0
3303,3.0,3.0,1509.0,951000.0,6037.0
3304,3.0,4.0,1885.0,67433.0,6037.0
3305,2.0,3.0,1790.0,118921.0,6037.0
3306,2.0,2.0,1040.0,259664.0,6037.0
3307,2.5,3.0,1478.0,493000.0,6111.0
3308,3.0,2.0,1755.0,161844.0,6037.0
3309,2.0,2.0,1381.0,272595.0,6037.0
3310,2.0,3.0,1232.0,409000.0,6037.0
3311,1.0,3.0,985.0,348292.0,6037.0
3312,3.0,5.0,2354.0,401008.0,6037.0
3313,1.0,2.0,1117.0,47171.0,6037.0
3314,2.0,2.0,1244.0,412743.0,6059.0
3315,2.0,3.0,1361.0,189727.0,6037.0
3316,1.0,2.0,1339.0,60959.0,6037.0
3317,2.0,2.0,1723.0,395000.0,6037.0
3318,1.0,2.0,670.0,199718.0,6037.0
3319,4.5,4.0,3432.0,936613.0,6059.0
3320,2.5,3.0,2614.0,880204.0,6059.0
3321,4.0,5.0,2283.0,448046.0,6037.0
3322,8.0,12.0,4200.0,498686.0,6037.0
3323,2.0,2.0,1530.0,324553.0,6059.0
3324,2.5,3.0,1959.0,250884.0,6059.0
3325,1.0,2.0,1361.0,385795.0,6037.0
3326,2.0,4.0,2698.0,121308.0,6037.0
3327,3.0,3.0,4040.0,1299772.0,6037.0
3328,2.0,2.0,850.0,192897.0,6037.0
3329,2.0,2.0,1059.0,263000.0,6037.0
3330,3.0,3.0,2137.0,1242640.0,6037.0
3331,2.0,3.0,2032.0,626011.0,6037.0
3332,2.0,3.0,1040.0,289353.0,6037.0
3333,3.0,5.0,2424.0,136576.0,6037.0
3334,3.0,3.0,1891.0,2550000.0,6059.0
3335,2.0,3.0,1880.0,100002.0,6037.0
3336,3.0,4.0,2099.0,319505.0,6111.0
3337,2.0,2.0,841.0,335499.0,6037.0
3338,3.0,4.0,1783.0,213845.0,6111.0
3339,2.5,3.0,1773.0,247626.0,6111.0
3340,1.0,3.0,910.0,38548.0,6111.0
3341,2.0,2.0,1037.0,223993.0,6037.0
3342,2.0,3.0,1534.0,1028144.0,6037.0
3343,3.0,3.0,1750.0,458367.0,6037.0
3344,3.0,2.0,2274.0,681990.0,6037.0
3345,3.0,3.0,1333.0,341724.0,6037.0
3346,2.0,1.0,1410.0,624138.0,6037.0
3347,2.0,3.0,1482.0,251875.0,6037.0
3348,1.0,2.0,758.0,207769.0,6037.0
3349,2.0,4.0,1879.0,311847.0,6037.0
3350,3.0,4.0,2016.0,433862.0,6037.0
3351,2.5,3.0,1841.0,583881.0,6059.0
3352,5.0,6.0,3720.0,680217.0,6037.0
3353,1.0,2.0,874.0,41369.0,6037.0
3354,4.0,4.0,2973.0,1043126.0,6037.0
3355,2.0,4.0,1545.0,51722.0,6037.0
3356,1.5,2.0,1190.0,324880.0,6059.0
3357,2.0,2.0,1106.0,157563.0,6037.0
3358,3.0,3.0,2168.0,615142.0,6059.0
3359,1.0,3.0,1066.0,512000.0,6037.0
3360,2.5,2.0,989.0,359906.0,6059.0
3361,2.0,2.0,1233.0,64325.0,6037.0
3362,4.0,4.0,3863.0,1026468.0,6037.0
3363,2.5,3.0,2658.0,643500.0,6059.0
3364,3.0,3.0,1277.0,221859.0,6037.0
3365,3.0,4.0,1867.0,505049.0,6037.0
3366,2.0,3.0,1773.0,230049.0,6111.0
3367,3.0,3.0,2654.0,693807.0,6037.0
3368,2.0,4.0,2185.0,1756382.0,6059.0
3369,2.5,5.0,2923.0,354185.0,6059.0
3370,6.0,4.0,4729.0,1287000.0,6037.0
3371,3.0,4.0,1810.0,448818.0,6037.0
3372,2.0,2.0,1121.0,228122.0,6037.0
3373,1.0,1.0,1982.0,424415.0,6059.0
3374,1.0,1.0,931.0,318000.0,6059.0
3375,2.5,3.0,1538.0,247502.0,6059.0
3376,2.0,2.0,737.0,206571.0,6037.0
3377,2.5,3.0,2102.0,370428.0,6059.0
3378,2.0,1.0,1430.0,629843.0,6037.0
3379,3.0,3.0,2267.0,423958.0,6037.0
3380,0.0,0.0,,452572.0,6037.0
3381,2.0,2.0,1631.0,331462.0,6059.0
3382,2.0,3.0,1371.0,84202.0,6037.0
3383,2.0,4.0,1831.0,71017.0,6037.0
3384,2.0,3.0,1252.0,160261.0,6037.0
3385,5.5,4.0,5765.0,1615000.0,6111.0
3386,2.0,2.0,1171.0,267404.0,6059.0
3387,1.0,1.0,718.0,159104.0,6059.0
3388,2.5,4.0,1725.0,377650.0,6059.0
